Hugo_Symbol,TCGA-AO-A12D,TCGA-BH-A18Q,TCGA-C8-A130,TCGA-C8-A138,TCGA-E2-A154,TCGA-C8-A12L,TCGA-A2-A0EX,TCGA-AN-A04A,TCGA-BH-A0AV,TCGA-C8-A12T,TCGA-A8-A06Z,TCGA-A2-A0CM,TCGA-BH-A18U,TCGA-A2-A0EQ,TCGA-AR-A0U4,TCGA-AO-A0J9,TCGA-AR-A1AP,TCGA-AN-A0FK,TCGA-AO-A0J6,TCGA-A7-A13F,TCGA-BH-A0E1,TCGA-A7-A0CE,TCGA-A2-A0YC,TCGA-AO-A0JC,TCGA-A8-A08Z,TCGA-AR-A0TX,TCGA-A8-A076,TCGA-AO-A126,TCGA-BH-A0C1,TCGA-A2-A0EY,TCGA-AR-A1AW,TCGA-AR-A1AV,TCGA-C8-A135,TCGA-A2-A0EV,TCGA-AN-A0AM,TCGA-D8-A142,TCGA-AN-A0FL,TCGA-BH-A0DG,TCGA-AR-A0TV,TCGA-C8-A12Z,TCGA-AO-A0JJ,TCGA-AO-A0JE,TCGA-AN-A0AJ,TCGA-A7-A0CJ,TCGA-AO-A12F,TCGA-A8-A079,TCGA-A2-A0T3,TCGA-A2-A0YD,TCGA-AR-A0TR,TCGA-AO-A03O,TCGA-AO-A12E,TCGA-A8-A06N,TCGA-A2-A0YG,TCGA-BH-A18N,TCGA-AN-A0AL,TCGA-A2-A0T6,TCGA-E2-A158,TCGA-AO-A0JM,TCGA-C8-A12V,TCGA-A2-A0D2,TCGA-C8-A12U,TCGA-AR-A1AS,TCGA-A8-A09G,TCGA-C8-A131,TCGA-C8-A134,TCGA-A2-A0YF,TCGA-BH-A0DD,TCGA-BH-A0E9,TCGA-AR-A0TT,TCGA-AO-A12B,TCGA-A2-A0SW,TCGA-AO-A0JL,TCGA-BH-A0BV,TCGA-A2-A0YM,TCGA-BH-A0C7,TCGA-A2-A0SX
NCOA7,0,1,-1,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,2,0,0,0,1,0,-1,0,0,0,1,-1,-1,0,-1,1,0,0,0,0,0,-1,0,0,0,1,-1,0,0,0,-1,0,0,0,0,1,0,-1,0,0,0,0
HINT3,0,1,-1,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,2,0,0,0,1,0,-1,0,0,0,1,-1,-1,0,-1,1,0,0,0,0,0,-1,0,0,0,1,-1,0,0,0,-1,0,0,0,0,1,0,-1,0,0,0,0
TRMT11,0,1,-1,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,2,0,0,0,1,0,-1,0,0,0,1,-1,-1,0,-1,1,0,0,0,0,-1,-1,0,0,0,1,-1,0,0,0,-1,0,0,0,0,1,0,-1,0,0,0,0
C6orf173,0,1,-1,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,0,0,0,0,1,0,-1,0,0,0,1,-1,-1,0,-1,1,0,0,0,0,-1,-1,0,0,0,1,-1,0,0,0,-1,0,0,0,0,1,0,-1,0,0,0,0
hsa-mir-588,0,1,-1,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,0,0,0,0,1,0,-1,0,0,0,1,-1,-1,0,-1,1,0,0,0,0,-1,-1,0,0,0,1,-1,0,0,0,-1,0,0,0,0,1,0,-1,0,0,0,0
RSPO3,0,1,-1,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,0,0,0,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,0,0,0,-1,-1,1,0,0,1,-1,0,0,0,-1,0,0,0,0,1,0,-1,0,0,0,0
RNF146,0,1,-1,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,0,0,0,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,0,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
ECHDC1,0,1,-1,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,0,0,0,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,0,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
C6orf174,0,1,-1,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,0,0,0,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,0,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
KIAA0408,0,1,-1,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,0,0,0,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,0,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
C6orf58,0,1,-1,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,0,0,0,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,0,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
THEMIS,0,1,-1,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,0,0,0,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,0,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
PTPRK,0,1,-1,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,0,0,0,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,0,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
LAMA2,0,1,-1,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,0,0,0,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,0,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
ARHGAP18,0,1,-1,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,0,0,0,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,0,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
C6orf191,0,1,-1,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,0,0,0,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,0,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
L3MBTL3,0,1,-1,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,0,0,0,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,0,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
SAMD3,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,0,0,0,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,0,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
TMEM200A,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,0,0,0,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,0,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
LOC285733,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,0,0,0,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,0,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
EPB41L2,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,0,0,0,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,0,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
AKAP7,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,0,0,1,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,0,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
ARG1,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,0,0,1,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
MED23,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,0,0,1,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
ENPP3,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,0,0,1,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
OR2A4,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,0,0,1,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
CTAGE9,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,0,0,1,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
ENPP1,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,0,0,1,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
CTGF,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,0,0,1,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
MOXD1,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,1,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
STX7,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,1,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
TAAR9,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,1,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
TAAR6,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,1,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
TAAR8,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,1,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
TAAR5,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,1,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
TAAR3,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,1,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
TAAR2,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,1,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
TAAR1,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,1,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
VNN1,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,1,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
VNN3,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,1,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
VNN2,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,1,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
C6orf192,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,1,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
RPS12,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,1,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
SNORA33,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,1,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
SNORD100,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,1,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
SNORD101,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,1,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
LOC285735,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,0,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
EYA4,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,0,0,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
MGC34034,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,0,0,1,0,-1,0,0,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
TCF21,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,0,0,1,0,-1,0,0,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
TBPL1,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,0,0,1,0,-1,0,0,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,1,0,0
SLC2A12,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,0,0,1,0,-1,0,0,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,1,0,0
SGK1,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,0,0,1,0,-1,0,0,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
ALDH8A1,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,0,0,1,0,-1,0,0,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
HBS1L,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,0,0,1,0,-1,0,0,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
MYB,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,0,0,1,0,-1,0,0,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
hsa-mir-548a-2,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,0,0,1,0,-1,0,0,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
AHI1,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,0,0,1,0,-1,0,0,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
C6orf217,0,1,2,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,0,0,1,0,-1,0,0,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
PDE7B,0,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,0,0,1,0,-1,0,-1,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
FAM54A,0,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,0,0,1,0,-1,0,0,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
BCLAF1,0,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,0,0,1,0,-1,0,0,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
MAP7,0,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,0,0,1,0,-1,0,0,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
MAP3K5,0,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,0,0,1,0,-1,0,0,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
PEX7,0,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,0,0,1,0,-1,0,0,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
SLC35D3,0,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,0,0,1,0,-1,0,0,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
NHEG1,0,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,0,0,1,0,-1,0,0,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
IL20RA,0,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,0,0,1,0,-1,0,0,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
IL22RA2,0,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,0,0,1,0,-1,0,0,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
IFNGR1,0,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,0,0,1,0,-1,0,0,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
OLIG3,0,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,0,0,1,0,-1,0,0,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
TNFAIP3,0,1,-1,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,1,1,0,1,0,0,1,0,0,0,1,0,-1,0,0,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
PERP,0,1,-1,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,1,1,0,1,0,0,2,0,0,0,1,0,-1,0,0,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
KIAA1244,0,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,1,1,0,1,0,0,2,0,0,0,1,0,-1,0,0,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
PBOV1,0,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,1,1,0,1,0,0,2,0,0,0,1,0,-1,0,0,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
HEBP2,0,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,1,1,0,1,0,0,2,0,0,0,1,0,-1,0,0,0,1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
